,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
199,1150652,"Thin films of doped ceramics prepared by magnetron sputtering for high dielectric constant applications
",01/03/2015,01/03/2018,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Regular
200,EQM-13011,Espectroscopía Raman para el estudio interdisciplinario de materiales avanzados a nanoescala,01/03/2014,01/03/2014,"R. Espinoza, F. Gracia",Departamento de Ciencia de los Materiales,FONDEQUIP,Concurso de Equipamiento Científico
201,1130605,"High dielectric constant ceramics prepared by solid state reaction and magnetron sputtering
",01/03/2013,01/03/2016,R. Espinoza / M. Flores,Departamento de Ciencia de los Materiales,FONDECYT,Regular
202,1130382,In situ monitoring of plastic deformation of metals and alloys using ultrasound,01/03/2013,01/03/2016,"F. Lund / R. Espinoza, N. Mujica",Departamento de Física,FONDECYT,Regular
203,10335,Programa Interdisciplinario de Nanomateriales y Sistemas Moleculares,01/08/2012,01/08/2015,"Ã. Núñez / M. Soler, M. Flores, R. Espinoza, V. Fuenzalida",Departamento de Física,Programa de Investigación Asociativa,Concurso Anillos en Ciencia y Tecnologia
204,1110168,Electrochemical and hydrothermal growth of zirconia nanostructures on solid surfaces,01/03/2011,01/03/2015,"V. Fuenzalida / J. Vargas, R. Espinoza, M. Flores",Departamento de Física,FONDECYT,Regular
205,1100198,Ultrasonic probing of dislocations in materials,01/03/2010,01/03/2013,"F. Lund / R. Espinoza, N. Mujica",Departamento de Física,FONDECYT,Regular
206,NM-2,Science and Engineering Thin Films Nucleus,01/12/2010,01/12/2010,R. Espinoza,Departamento de Física,Iniciativa científica Milenio,Núcleos Milenio
207,CSIC10-1,Síntesis Mecanoquimica de Materiales de Interés Tecnológico y Estudio de su Consolidación por Sinterización Asistida por MIcroondas,01/03/2010,01/03/2012,E. Donoso / R. Espinoza,Departamento de Ingeniería de los Materiales,Fondo Central de Investigación,CSIC/U. DE CHILE
208,I 09/09-2,Preparación de cerámicas de alta constante dieléctrica mediante aleado mecánico,01/03/2009,01/03/2009,R. Espinoza,Departamento de Ciencia de los Materiales,Fondo Central de Investigación,INICIACION
209,11090315,High dielectric constant ceramics prepared by mechanical alloying,01/10/2009,01/10/2012,R. Espinoza,Departamento de Ciencia de los Materiales,FONDECYT,Iniciación en Investigación
210,ID23I10221,Desarrollo de una nanovacuna terapéutica genérica contra tumores sólidos basada en inmunovesículas tumorales (Oncolyx-NP),01/12/2022,01/12/2022,F. Salazar / Z. Gerdtzen,Instituto de Ciencias Biomédicas,FONDEF,IDEA
211,FB210024,Center of Interventional Medicine for Precision and Advanced Cellular Therapy - IMPACT,01/11/2021,01/11/2026,"L. Córdova, Z. Gerdtzen, H. Palza, P. Estévez, C. Pérez",Departamento de Ingeniería Eléctrica,Programa Financiamiento Basal,Basal
212,3210569,Production of satellite cells for high quality cultured (laboratory grown) meat: Effect of culture conditions in the increment of the beta-myosin heavy chain in differentiated myofibers in edible scaffoldings using as a framework mathematical modeling,01/08/2020,01/08/2020,Z. Gerdtzen,"Departamento de Ingeniería Química, Biotecnología y Materiales",FONDECYT,Postdoctorado
213,NCN2021_033,Agronomía Marina de Holobiontes Macroalgales,01/11/2021,01/11/2024,Z. Gerdtzen,Universidad De los Lagos,Iniciativa científica Milenio,Núcleos Milenio
